# Table created by editing the following input table: output/ASV_table.biom
# Used command:  dependencies/edit_table_basic.py -v -i output/ASV_table.biom -o output/ASV_table.tsv -f --verbose_prefix '  ' --include_comments_in_output --save_output_row_names_under_column ASV --save_output_column_names_in first_data_line
# Generated on: 2025.12.23 10:31:54
#
ASV	Brm01	Brm02	Fec01	Fec02	Fec03	Fec04	Hot01	Hot02	Hot03	Hot04	Hot05	Lak01	Mud01	Mud02	Mud03	Mud04	Mud05	Sea01	Sed01	Sed02	Sed03	Sed04	Sed05	Sed06	Sed07	Sod01	Sod02	Sod03	Soi01	Soi02	Soi03	Soi04
ASV.6743	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6744	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6745	0	0	0	0	0	0	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6746	0	0	0	0	0	0	11	5	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6747	0	0	0	0	0	0	10	14	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6748	0	0	0	0	0	0	8	1	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6749	0	0	0	0	0	0	1	0	4	3	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6750	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6751	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6752	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6753	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6754	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6755	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6756	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6757	0	0	0	0	0	0	0	36	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6758	0	0	0	0	0	0	0	18	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6759	0	0	0	0	0	0	0	12	0	0	25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6760	0	0	0	0	0	0	0	4	27	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6761	0	0	0	0	0	0	0	3	7	16	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6762	0	0	0	0	0	0	0	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6763	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6764	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6765	0	0	0	0	0	0	0	0	3	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6766	0	0	0	0	0	0	0	0	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6767	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6768	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6769	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6770	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6771	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6772	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6773	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6774	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6775	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6776	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	8	0	0	0	0
ASV.6777	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	1	10	0	0	0	0	0	0	2	0	4	16
ASV.6778	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6780	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	0
ASV.6781	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6782	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	30	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6783	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	18	0	6	0	0	0	0	0	1	2	0	0	6
ASV.6784	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6785	0	0	0	0	0	0	0	0	0	0	0	2	17	8	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6786	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	26	10
ASV.6787	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6788	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6789	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	10	0	0	0	0	0	0	2	1	5	5
ASV.6790	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	25	6	2	0	0	0	0	0	0	0	0	0	4
ASV.6791	0	0	0	0	0	0	0	0	0	0	0	0	32	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6792	0	0	0	0	0	0	0	0	0	0	0	0	14	17	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6793	0	0	0	0	0	0	0	0	0	0	0	0	13	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6794	0	0	0	0	0	0	0	0	0	0	0	0	11	8	16	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6795	0	0	0	0	0	0	0	0	0	0	0	0	11	17	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0
ASV.6796	0	0	0	0	0	0	0	0	0	0	0	0	10	17	6	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6797	0	0	0	0	0	0	0	0	0	0	0	0	9	15	6	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6798	0	0	0	0	0	0	0	0	0	0	0	0	9	16	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6799	0	0	0	0	0	0	0	0	0	0	0	0	9	13	6	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6800	0	0	0	0	0	0	0	0	0	0	0	0	8	4	3	20	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6801	0	0	0	0	0	0	0	0	0	0	0	0	7	16	3	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6802	0	0	0	0	0	0	0	0	0	0	0	0	7	23	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6803	0	0	0	0	0	0	0	0	0	0	0	0	6	16	3	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6804	0	0	0	0	0	0	0	0	0	0	0	0	6	12	0	10	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6805	0	0	0	0	0	0	0	0	0	0	0	0	4	7	2	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	9	0
ASV.6806	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	16	0	7	0	0	0	0	0	0	3	2	1	4
ASV.6807	0	0	0	0	0	0	0	0	0	0	0	0	4	5	8	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6808	0	0	0	0	0	0	0	0	0	0	0	0	3	23	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6809	0	0	0	0	0	0	0	0	0	0	0	0	3	15	4	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6810	0	0	0	0	0	0	0	0	0	0	0	0	2	4	8	19	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6811	0	0	0	0	0	0	0	0	0	0	0	0	2	28	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6812	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	29	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV.6813	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	6	0	0	0	0	0	0	1	0	9	17
ASV.6814	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	17	3
ASV.6815	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6816	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6817	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6818	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	5	0	1	0	0	0	0	0	0	9	1	1	15
ASV.6819	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	33	3	0	0
ASV.6820	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	5	0	25	4
ASV.6821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	11	0	18	0	0	0	0	0	0	3	3	0	1
ASV.6823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	27	1	2	0	0	0	0	0	0	0	0	0	7
ASV.6824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	28	0	2	0	0	0	0	0	0	4	0	0	3
ASV.6825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0
ASV.6829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	36	0	0	0	0
ASV.6831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV.6848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV.6849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV.6851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1	0	7	0	0	0	0	0	0	0	0	0	0	0
ASV.6852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	34	0	0	0	0	0	0	0	0	0	0	0
ASV.6853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	3	6	23
ASV.6854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	24	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV.6855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	25	0	0	0	0	0	0	0	0	0	0	0
ASV.6856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	29	0	0	0	0	0	0	0	0	0	0	0
ASV.6857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	33	0	0	0	0	0	0	0	0	0	0	0
ASV.6858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	32	0	0	0	0	0	0	0	0	0	0	0
ASV.6859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	30	0	0	0	0	0	0	0	0	0	0	0
ASV.6860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	35	0	0	0	0	0	0	0	0	0	0	0
ASV.6861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	34	0	0	0	0	0	0	0	0	0	0	0
ASV.6862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	36	0	0	0	0	0	0	0	0	0	0	0
ASV.6863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	34	0	0	0	0	0	0	0	0	0	0	0
ASV.6864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	36	0	0	0	0	0	0	0	0	0	0	0
ASV.6865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	31	0	0	0	0	0	0	0	0	0	0	0
ASV.6866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	37	0	0	0	0	0	0	0	0	0	0	0
ASV.6867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	37	0	0	0	0	0	0	0	0	0	0	0
ASV.6868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	31	0	0	0	0	0	0	0	0	0	0	0
ASV.6869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	29	0	0	0	0	0	0	0	0	0	0	0
ASV.6870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	31	0	0	0	0	0	0	0	0	0	0	0
ASV.6871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	31	0	0	0	0	0	0	0	0	0	0	0
ASV.6872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	32	0	0	0	0	0	0	0	0	0	0	0
ASV.6873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	33	0	0	0	0	0	0	0	0	0	0	0
ASV.6874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	36	0	0	0	0	0	0	0	0	0	0	0
ASV.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	36	0	0	0	0	0	0	0	0	0	0	0
ASV.6876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	37	0	0	0	0	0	0	0	0	0	0	0
ASV.6877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	36	0	0	0	0
ASV.6878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	37	0	0	0	0	0	0	0	0	0	0	0
ASV.6879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0
ASV.6883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	1	0	0	0	0	0	0	0	0	0	0	0
ASV.6884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	1	0	0	0	0	0	0	1	7	0	0
ASV.6885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	7	0	0	0	0	0	0	2	0	0	1
ASV.6886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	4	0	0	0	0	0	0	0	0	0	16
ASV.6887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	21	0	0	0	0	0	0	0	0	0	7
ASV.6888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	30	0	0	0	2
ASV.6889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	7	12	14
ASV.6890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	29	3	2	0
ASV.6891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	10	0	0	0	0	0	0	6	13	3	2
ASV.6892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	2	9	6	12
ASV.6893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	31	0	0	0	0
ASV.6894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
ASV.6895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
ASV.6896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
ASV.6897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
ASV.6898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
ASV.6899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
ASV.6900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
ASV.6901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
ASV.6902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0
ASV.6903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	5	2	8
ASV.6904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	10	0	0	9
ASV.6905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1	10	1	10
ASV.6906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	32	3	0	1
ASV.6907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	33	4	0	0
ASV.6908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	37
ASV.6909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	5	2	0	0	0	0	0	0	0
ASV.6910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	35	1	0	0	0	0	0	0	0
ASV.6911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	9	3	0	0	0	0	0	0	0
ASV.6912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	36	0	0	0	0	0	0	0	0
ASV.6913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	30	0	0	0	0	0	0	0
ASV.6914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0
ASV.6915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	1	2	0	0	0	0	0	0	0
ASV.6916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	2	1	0	0	0	0	0	0	0
ASV.6917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	30	0	0	0	0	0	0	0
ASV.6918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0
ASV.6919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0
ASV.6920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0
ASV.6921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
ASV.6922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
ASV.6923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	3	0	0	0	0	0
ASV.6924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	22	0	0	0	0	0
ASV.6925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	23	2	0	0	0	0
ASV.6926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37	0	0	0	0	0
ASV.6927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0
ASV.6928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0
ASV.6929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0
ASV.6930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0
ASV.6931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0
ASV.6932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0
ASV.6933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0
ASV.6934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0
ASV.6935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0
ASV.6936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0
ASV.6937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0
ASV.6938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0
