# Table created by editing the following input table: output/ASV_taxonomic_assignments/ASV_tax_assignments.tsv
# Used command:  dependencies/edit_table_basic.py -v -i output/ASV_taxonomic_assignments/ASV_tax_assignments.tsv --column_names_are_in first_data_line --row_names_are_in_column ASV -o output/ASV_taxonomic_assignments/prokaryotic_ASVs.tsv --processing_order f --omit_rows_by_data 'taxonomy:*\;Chloroplast*,*\;Mitochondria*,Unassigned' --include_comments_in_output --save_output_row_names_under_column ASV --save_output_column_names_in last_comment_line
# Generated on: 2025.12.23 10:10:00
#
# ASV	taxonomy
ASV.2795	Bacteria;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Incertae Sedis
ASV.27950	Bacteria;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales
ASV.27951	Bacteria;Bacillota;Bacilli;Izemoplasmatales;Izemoplasmataceae;Izimaplasma
ASV.27952	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;ML635J-40 aquatic group;Incertae Sedis
ASV.27953	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;uncultured organism
ASV.27954	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2;Incertae Sedis;uncultured bacterium
ASV.27955	Bacteria;Bacillota;Dethiobacteria;Dethiobacterales;Dethiobacteraceae;Incertae Sedis;uncultured Firmicutes bacterium
ASV.27956	Bacteria;Verrucomicrobiota;Kiritimatiellia;WCHB1-41;Incertae Sedis;Incertae Sedis;uncultured organism
ASV.27957	Bacteria;Bacillota;Dethiobacteria;Dethiobacterales;Dethiobacteraceae
ASV.27958	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;ML635J-40 aquatic group;Incertae Sedis
ASV.27959	Bacteria;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.2796	Bacteria;Calditrichota;Calditrichia;Calditrichales;Calditrichaceae;Incertae Sedis;uncultured bacterium
ASV.27960	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfonatronaceae;Desulfonatronum
ASV.27961	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfonatronaceae;Desulfonatronum
ASV.27962	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae
ASV.27963	Bacteria;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae
ASV.27964	Bacteria;Spirochaetota;MVP-15;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.27965	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae
ASV.27966	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Incertae Sedis;uncultured Flavobacteriia bacterium
ASV.27967	Bacteria;Verrucomicrobiota;Kiritimatiellia;WCHB1-41;Incertae Sedis;Incertae Sedis
ASV.27968	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Ercella;uncultured bacterium
ASV.27969	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Incertae Sedis
ASV.2797	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;Incertae Sedis
ASV.27970	Bacteria;Bacillota;Clostridia
ASV.27971	Bacteria;Bacillota;Clostridia;Peptostreptococcales-Tissierellales
ASV.27972	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Ercella;uncultured bacterium
ASV.27973	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Incertae Sedis
ASV.27974	Bacteria;Verrucomicrobiota;Kiritimatiellia;WCHB1-41;Incertae Sedis;Incertae Sedis
ASV.27975	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Roseibacterium
ASV.27976	Bacteria;Verrucomicrobiota;Kiritimatiellia;WCHB1-41;Incertae Sedis;Incertae Sedis
ASV.27977	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae
ASV.27978	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.27979	Bacteria;Bacillota;Dethiobacteria;Dethiobacterales;Dethiobacteraceae;Incertae Sedis
ASV.2798	Bacteria;Chloroflexota;Anaerolineae;Caldilineales;Caldilineaceae;Incertae Sedis
ASV.27980	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae
ASV.27981	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;Incertae Sedis;Incertae Sedis
ASV.27982	Bacteria;Acidobacteriota;Blastocatellia
ASV.27983	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SC-I-84;Incertae Sedis;uncultured bacterium
ASV.27984	Bacteria;Pseudomonadota;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;metagenome
ASV.27985	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;Incertae Sedis;Incertae Sedis;uncultured Acidobacteria bacterium
ASV.27986	Bacteria;Chloroflexota;Anaerolineae;Aggregatilineales;A4b;Incertae Sedis;uncultured bacterium
ASV.27987	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;Incertae Sedis;Incertae Sedis
ASV.27988	Bacteria;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Incertae Sedis
ASV.27989	Bacteria;Actinomycetota;MB-A2-108;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.2799	Bacteria;Acidobacteriota;Subgroup 21;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.27990	Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;uncultured bacterium
ASV.27991	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus brasilensis
ASV.27992	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Microvirga;Mesorhizobium sp. CCNWQLS7
ASV.27993	Bacteria;Pseudomonadota;Alphaproteobacteria;Elsterales;Incertae Sedis;Incertae Sedis
ASV.27994	Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;Incertae Sedis
ASV.27995	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Rhodoplanes
ASV.27996	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Incertae Sedis;uncultured Acidobacteria bacterium
ASV.27997	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Ellin6067;uncultured bacterium
ASV.27998	Bacteria;Chloroflexota;Ktedonobacteria;C0119;Incertae Sedis;Incertae Sedis
ASV.27999	Bacteria;Actinomycetota;Actinobacteria
ASV.28	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium
ASV.280	Bacteria;Bacillota;Dethiobacteria;Dethiobacterales;Dethiobacteraceae;Incertae Sedis;uncultured bacterium
ASV.2800	Bacteria;Bacillota;Clostridia
ASV.28000	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.28001	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;uncultured bacterium
ASV.28002	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.28003	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;TRA3-20;Incertae Sedis
ASV.28004	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales
ASV.28005	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Pedomicrobium;uncultured Hyphomicrobiaceae bacterium
ASV.28006	Bacteria;Actinomycetota;Actinobacteria
ASV.28007	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rubrivivax;uncultured bacterium
ASV.28008	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;uncultured bacterium
ASV.28009	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae
ASV.2801	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;uncultured bacterium
ASV.28010	Bacteria;Actinomycetota;MB-A2-108;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.28011	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Incertae Sedis
ASV.28012	Bacteria;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;FCPS473;uncultured bacterium
ASV.28013	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces
ASV.28014	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;FFCH7168;uncultured bacterium
ASV.28015	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter
ASV.28016	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.28017	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;FFCH7168;uncultured bacterium
ASV.28018	Bacteria;Acidobacteriota;Blastocatellia
ASV.28019	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales
ASV.2802	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;ML635J-40 aquatic group;Incertae Sedis
ASV.28020	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.28021	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae
ASV.28022	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae
ASV.28023	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;Incertae Sedis;uncultured soil bacterium
ASV.28024	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1;uncultured bacterium
ASV.28025	Bacteria;Acidobacteriota;Blastocatellia
ASV.28026	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Incertae Sedis
ASV.28027	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Cryocola;Cryocola antiquus
ASV.28028	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Incertae Sedis
ASV.28029	Bacteria;Actinomycetota
ASV.2803	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;ML635J-40 aquatic group;Incertae Sedis
ASV.28030	Bacteria
ASV.28031	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter aquaticus
ASV.28032	Bacteria;Myxococcota;Polyangiia;Polyangiales;BIrii41;Incertae Sedis;uncultured bacterium
ASV.28033	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales
ASV.28034	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;uncultured bacterium
ASV.28035	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales
ASV.28036	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Incertae Sedis
ASV.28037	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV.28038	Bacteria;Acidobacteriota;Holophagae;Subgroup 7;Incertae Sedis;Incertae Sedis
ASV.28039	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Incertae Sedis
ASV.2804	Bacteria;BHI80-139;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.28040	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tautonia
ASV.28041	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;uncultured bacterium
ASV.28042	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;Incertae Sedis;Incertae Sedis
ASV.28043	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae
ASV.28044	Bacteria;Actinomycetota;Thermoleophilia
ASV.28045	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula
ASV.28046	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV.28047	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;Phytohabitans
ASV.28048	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae
ASV.28049	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiales Incertae Sedis;Nordella;uncultured bacterium
ASV.2805	Bacteria;Bacteroidota;Bacteroidia
ASV.28050	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Incertae Sedis;uncultured bacterium
ASV.28051	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes
ASV.28052	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus
ASV.28053	Bacteria;Chloroflexota;Anaerolineae;Aggregatilineales;Incertae Sedis;Incertae Sedis
ASV.28054	Bacteria;Pseudomonadota;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella;uncultured bacterium
ASV.28055	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae
ASV.28056	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Incertae Sedis;uncultured bacterium
ASV.28057	Bacteria;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Incertae Sedis
ASV.28058	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;uncultured Lysobacter sp.
ASV.28059	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales
ASV.2806	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;uncultured Chitinophagaceae bacterium
ASV.28060	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Incertae Sedis;uncultured Acidobacteria bacterium
ASV.28061	Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae;Oligoflexus
ASV.28062	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae
ASV.28063	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Incertae Sedis
ASV.28064	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae
ASV.28065	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;Hamadaea
ASV.28066	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax
ASV.28067	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas
ASV.28068	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Simplicispira
ASV.28069	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.2807	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;uncultured Acidobacteriaceae bacterium
ASV.28070	Bacteria;Myxococcota;Polyangiia;Haliangiales;Haliangiaceae;Incertae Sedis
ASV.28071	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis
ASV.28072	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae
ASV.28073	Bacteria;Pseudomonadota;Alphaproteobacteria;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.28074	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae
ASV.28075	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Incertae Sedis;uncultured Acidobacteria bacterium
ASV.28076	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales
ASV.28077	Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Steroidobacter;metagenome
ASV.28078	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pseudorhodoferax
ASV.28079	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomataceae;Spirosoma
ASV.2808	Bacteria;Pseudomonadota;Gammaproteobacteria
ASV.28080	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter
ASV.28081	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Paucimonas
ASV.28082	Bacteria;Bacillota;Clostridia
ASV.28083	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales
ASV.28084	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tautonia
ASV.28085	Bacteria;Actinomycetota;Actinobacteria;Frankiales;Nakamurellaceae;Nakamurella;uncultured bacterium
ASV.28086	Bacteria;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter
ASV.28087	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.28088	Bacteria;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Incertae Sedis
ASV.28089	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;LiUU-11-161;Incertae Sedis;metagenome
ASV.2809	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Chromobacteriaceae;Aquitalea
ASV.28090	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Pararhizobium;Rhizobium sp. Root483D2
ASV.28091	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SC-I-84;Incertae Sedis
ASV.28092	Bacteria;Actinomycetota;Actinobacteria
ASV.28093	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae
ASV.28094	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomataceae;Dyadobacter
ASV.28095	Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;uncultured bacterium
ASV.28096	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
ASV.28097	Bacteria;Pseudomonadota;Alphaproteobacteria
ASV.28098	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Incertae Sedis;uncultured bacterium
ASV.28099	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;uncultured bacterium
ASV.281	Bacteria;Bacillota;Clostridia;Caldicoprobacterales;Caldicoprobacteraceae;Caldicoprobacter;uncultured Clostridiales bacterium
ASV.2810	Bacteria;Fibrobacterota;Chitinivibrionia;Chitinivibrionales;Chitinispirillaceae
ASV.28100	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1
ASV.28101	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Micromonosporaceae bacterium 232042
ASV.28102	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;uncultured bacterium
ASV.28103	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum
ASV.28104	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;KF-JG30-B3;Incertae Sedis
ASV.28105	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales
ASV.28106	Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
ASV.28107	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Incertae Sedis
ASV.28108	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;uncultured Roseomonas sp.
ASV.28109	Bacteria;Actinomycetota;Thermoleophilia
ASV.2811	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum
ASV.28110	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Ohtaekwangia;uncultured Bacteroidetes bacterium
ASV.28111	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Incertae Sedis;uncultured bacterium
ASV.28112	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.28113	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.28114	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Incertae Sedis
ASV.28115	Bacteria
ASV.28116	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SC-I-84;Incertae Sedis
ASV.28117	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales
ASV.28118	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.28119	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae
ASV.2812	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV.28120	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Incertae Sedis
ASV.28121	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.28122	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.28123	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.28124	Bacteria;Pseudomonadota;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella
ASV.28125	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.28126	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;Phytohabitans
ASV.28127	Bacteria;Bacteroidota;Bacteroidia
ASV.28128	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia
ASV.28129	Bacteria;Actinomycetota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter
ASV.2813	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus
ASV.28130	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Incertae Sedis;uncultured Acidobacteria bacterium
ASV.28131	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SC-I-84;Incertae Sedis
ASV.28132	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae
ASV.28133	Bacteria;Bacillota;Desulfitobacteriia;Desulfitobacteriales;Heliobacteriaceae;Incertae Sedis;uncultured bacterium
ASV.28134	Bacteria;Pseudomonadota;Alphaproteobacteria;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.28135	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae
ASV.28136	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae
ASV.28137	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Singulisphaera;uncultured bacterium
ASV.28138	Bacteria
ASV.28139	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula
ASV.2814	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae
ASV.28140	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales
ASV.28141	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae
ASV.28142	Bacteria
ASV.28143	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales
ASV.28144	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella
ASV.28145	Bacteria
ASV.28146	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Ohtaekwangia;uncultured Bacteroidetes bacterium
ASV.28147	Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
ASV.28148	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.28149	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales
ASV.2815	Bacteria;Candidatus Kapabacteria;Kapabacteria;Kapabacteriales;Incertae Sedis;Incertae Sedis;uncultured Bacteroidetes/Chlorobi group bacterium
ASV.28150	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae
ASV.28151	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae
ASV.28152	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;Incertae Sedis;Incertae Sedis
ASV.28153	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae
ASV.28154	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;uncultured bacterium
ASV.28155	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Incertae Sedis;uncultured bacterium
ASV.28156	Bacteria;Actinomycetota;Actinobacteria;Micrococcales
ASV.28157	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas
ASV.28158	Bacteria;Pseudomonadota;Alphaproteobacteria;Elsterales;Incertae Sedis;Incertae Sedis
ASV.28159	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;uncultured bacterium
