Version	Metric	trait	mean_score
FAPROTAX2-mapper (taxonomy-based)	TNR	respiration_of_sulfur_compounds	0.986224489795918
FAPROTAX2-mapper (taxonomy-based)	TNR	sulfate_respiration	0.999382716049383
FAPROTAX2-mapper (taxonomy-based)	TNR	sulfite_respiration	0.9895
FAPROTAX2-mapper (taxonomy-based)	TNR	sulfur_respiration	0.967080745341615
FAPROTAX2-mapper (taxonomy-based)	TNR	thiosulfate_respiration	0.981862745098039
FAPROTAX2-mapper (taxonomy-based)	TNR	ureolysis	0.948901098901099
FAPROTAX2-mapper (taxonomy-based)	TNR	xylanolysis	0.894736842105263
FAPROTAX2-mapper (taxonomy-based)	TPR	acetoclastic_methanogenesis	
FAPROTAX2-mapper (taxonomy-based)	TPR	aerobic_ammonia_oxidation	
FAPROTAX2-mapper (taxonomy-based)	TPR	aerobic_anoxygenic_phototrophy	
FAPROTAX2-mapper (taxonomy-based)	TPR	aerobic_chemoheterotrophy	0.983185840707965
FAPROTAX2-mapper (taxonomy-based)	TPR	aerobic_nitrite_oxidation	
FAPROTAX2-mapper (taxonomy-based)	TPR	anammox	
FAPROTAX2-mapper (taxonomy-based)	TPR	animal_parasites_or_symbionts	0.4
FAPROTAX2-mapper (taxonomy-based)	TPR	anoxygenic_photoautotrophy	
FAPROTAX2-mapper (taxonomy-based)	TPR	anoxygenic_photoautotrophy_Fe_oxidizing	
FAPROTAX2-mapper (taxonomy-based)	TPR	anoxygenic_photoautotrophy_H2_oxidizing	
FAPROTAX2-mapper (taxonomy-based)	TPR	anoxygenic_photoautotrophy_S_oxidizing	
FAPROTAX2-mapper (taxonomy-based)	TPR	aromatic_compound_degradation	0
FAPROTAX2-mapper (taxonomy-based)	TPR	arsenate_respiration	
FAPROTAX2-mapper (taxonomy-based)	TPR	arsenite_oxidation_energy_yielding	
FAPROTAX2-mapper (taxonomy-based)	TPR	cellulolysis	0.23125
FAPROTAX2-mapper (taxonomy-based)	TPR	chemoheterotrophy	0.991091954022989
FAPROTAX2-mapper (taxonomy-based)	TPR	chitinolysis	0.283333333333333
FAPROTAX2-mapper (taxonomy-based)	TPR	dark_hydrogen_oxidation	0.74
FAPROTAX2-mapper (taxonomy-based)	TPR	dark_oxidation_of_sulfur_compounds	0.48
FAPROTAX2-mapper (taxonomy-based)	TPR	dark_sulfide_oxidation	
FAPROTAX2-mapper (taxonomy-based)	TPR	dark_sulfite_oxidation	
FAPROTAX2-mapper (taxonomy-based)	TPR	dark_sulfur_oxidation	
FAPROTAX2-mapper (taxonomy-based)	TPR	dark_thiosulfate_oxidation	
FAPROTAX2-mapper (taxonomy-based)	TPR	fermentation	0.54017094017094
FAPROTAX2-mapper (taxonomy-based)	TPR	fumarate_respiration	
FAPROTAX2-mapper (taxonomy-based)	TPR	human_associated	0.204166666666667
FAPROTAX2-mapper (taxonomy-based)	TPR	human_gut	0.166666666666667
FAPROTAX2-mapper (taxonomy-based)	TPR	human_pathogens_all	0.04
FAPROTAX2-mapper (taxonomy-based)	TPR	hydrocarbon_degradation	0.185714285714286
FAPROTAX2-mapper (taxonomy-based)	TPR	hydrogenotrophic_methanogenesis	
FAPROTAX2-mapper (taxonomy-based)	TPR	iron_respiration	
FAPROTAX2-mapper (taxonomy-based)	TPR	knallgas_bacteria	
FAPROTAX2-mapper (taxonomy-based)	TPR	mammal_gut	0.318181818181818
FAPROTAX2-mapper (taxonomy-based)	TPR	manganese_oxidation	
FAPROTAX2-mapper (taxonomy-based)	TPR	manganese_respiration	
FAPROTAX2-mapper (taxonomy-based)	TPR	methanogenesis	
FAPROTAX2-mapper (taxonomy-based)	TPR	methanogenesis_by_CO2_reduction_with_H2	
FAPROTAX2-mapper (taxonomy-based)	TPR	methanogenesis_by_disproportionation_of_methyl_groups	
FAPROTAX2-mapper (taxonomy-based)	TPR	methanogenesis_by_reduction_of_methyl_compounds_with_H2	
FAPROTAX2-mapper (taxonomy-based)	TPR	methanogenesis_using_formate	
FAPROTAX2-mapper (taxonomy-based)	TPR	methanol_oxidation	0.8
FAPROTAX2-mapper (taxonomy-based)	TPR	methylotrophy	0.677777777777778
FAPROTAX2-mapper (taxonomy-based)	TPR	nitrate_ammonification	
FAPROTAX2-mapper (taxonomy-based)	TPR	nitrate_denitrification	0.171428571428571
FAPROTAX2-mapper (taxonomy-based)	TPR	nitrate_reduction	0.404201680672269
FAPROTAX2-mapper (taxonomy-based)	TPR	nitrate_respiration	0.3
FAPROTAX2-mapper (taxonomy-based)	TPR	nitrification	
FAPROTAX2-mapper (taxonomy-based)	TPR	nitrite_ammonification	
FAPROTAX2-mapper (taxonomy-based)	TPR	nitrite_denitrification	
FAPROTAX2-mapper (taxonomy-based)	TPR	nitrite_respiration	0.4625
FAPROTAX2-mapper (taxonomy-based)	TPR	nitrogen_fixation	0.416666666666667
FAPROTAX2-mapper (taxonomy-based)	TPR	nitrogen_respiration	0.171428571428571
FAPROTAX2-mapper (taxonomy-based)	TPR	nitrous_oxide_denitrification	
FAPROTAX2-mapper (taxonomy-based)	TPR	oxygenic_photoautotrophy	1
FAPROTAX2-mapper (taxonomy-based)	TPR	photoautotrophy	0.925
FAPROTAX2-mapper (taxonomy-based)	TPR	photoheterotrophy	0.48
FAPROTAX2-mapper (taxonomy-based)	TPR	phototrophy	0.936363636363636
FAPROTAX2-mapper (taxonomy-based)	TPR	reductive_acetogenesis	
FAPROTAX2-mapper (taxonomy-based)	TPR	respiration_of_sulfur_compounds	0.690909090909091
FAPROTAX2-mapper (taxonomy-based)	TPR	sulfate_respiration	0.84
FAPROTAX2-mapper (taxonomy-based)	TPR	sulfite_respiration	
FAPROTAX2-mapper (taxonomy-based)	TPR	sulfur_respiration	0.714285714285714
FAPROTAX2-mapper (taxonomy-based)	TPR	thiosulfate_respiration	0.755555555555556
FAPROTAX2-mapper (taxonomy-based)	TPR	ureolysis	0.250819672131148
FAPROTAX2-mapper (taxonomy-based)	TPR	xylanolysis	0.366666666666667
